Vertical,Subvertical,Company Name,Website,Description,Location,Monthly Visits,US %
Auto,Marketplace,Classic Driver,https://www.classicdriver.com/en,Auto marketplace,Switzerland,"778,000",17%
Auto,Marketplace,Car and Classic,http://carandclassic.com/,Classic cars marketplace,UK,"2,700,000",6%
Auto,Marketplace,Exotic Cartrader,http://exoticcartrader.com/,exotic cars marketplace,USA,"560,000",96%
Auto,Marketplace,Hemmings,https://www.hemmings.com/,Auto marketplace,USA,"2,600,000",87%
Auto,Marketplace,AutoTempest,https://www.autotempest.com/,Auto marketplace,CAD,"2,900,000",95%
Publishing,Science,SciTechDaily,https://scitechdaily.com/,Science publishing,USA,"9,900,000",76%
Auto,Marketplace,CarSoup,https://www.carsoup.com/,Auto marketplace,USA,"500,000",88%
Technology,Data & Analytics,Import Genius,https://www.importgenius.com/,Trade analytics,USA,"700,000",29%
Technology,Data & Analytics,Trade Atlas,https://www.tradeatlas.com/en,Trade analytics,Turkey,"200,000",5%
Tools,Online Retail,SellerAmp,https://selleramp.com/,Amazon seller tool,USA,"800,000",66%
Music,Publishing,Far Out Magazine,https://faroutmagazine.co.uk/,Music news,UK,"13,100,000",57%
Finance,Publishing,Visual Capitalist,visualcapitalist.com,online infograph images,USA,"15,000,000",58%
Publishing,Science,Science Alert,https://www.sciencealert.com/,Science publishing,USA,"29,400,000",70.00%
Marketplace,Deals,Dealnews,dealnews.com,online place to find discounts on items,usa,"6,000,000",97.00%
Publishing,Science,Smithsonian Magazine,https://www.smithsonianmag.com/,Science publishing,USA,"8,400,000",73%
Publishing,Science,Heritage Daily,https://www.heritagedaily.com/,Science publishing,UK,"700,000",53%
Publishing,Science,Science Daily,https://www.sciencedaily.com/,Science publishing,USA,"2,100,000",57%
Auto,Marketplace,Bring A Trailer,https://bringatrailer.com/,Auto marketplace,USA,"8,700,000",89%
Finance,Publishing,Cointelegraph,https://cointelegraph.com,Crypto news,USA,"7,600,000",27%
Screen,Online Reader,NamiComi,https://namicomi.com/en,Online Anime Publication,USA,,
Screen,Collectibles,COMC.COM,COMC.COM,Online Card marketplace,USA,"1,600,000",77
Screen,Marketplace,Mana Trader,https://www.manatraders.com/,MTG Rental Marketplace,USA,"233,000",37%
Online Education,OTE,Online Traffic Education,https://onlinetrafficeducation.com/,Defensive Driving Courses,USA,"15,000",100%
Online Education,OTE,Driver Training Associates / TicketSchool,https://ticketschool.com/,Defensive Driving Courses,USA,"43,000",100%
Online Education,OTE,National Traffic Safety Insitute,https://ntsi.com/,Defensive Driving Courses,USA,"115,000",100%
Online Education,OTE,NextDoorDriving,https://nextdoordriving.com/,Defensive Driving Courses,USA,"112,000",100%
Online Education,OTE,TrafficSchool.com,https://www.trafficschool.com/,Defensive Driving Courses,USA,"106,000",100%
Online Education,OTE,Online Texas Defensive Driving Course,https://www.onlinetxdefensivedrivingcourse.com/,Defensive Driving Courses,USA,"60,000",100%
Online Education,OTE,Comedy Driving,https://www.comedydriving.com/,Defensive Driving Courses,USA,"50,000",100%
Online Education,OTE,DriveSafeToday,https://drivesafetoday.com/,Defensive Driving Courses,USA,"37,000",100%
Online Education,OTE,American Safety Institute,https://americansafetyinstitute.com/,Defensive Driving Courses,USA,"33,000",100%
Finance,MarTech,Launch Potato / FinanceBuzz,https://launchpotato.com/,Finance Lead Gen,USA,"11,700,000",94%
Education,Educational Gaming,Sporcle,http://www.sporcle.com/,Popula trivia and pub quiz site plaed by millios of people. Hosts 1M+ user-made quizzes.,USA,"13,300,000",51.00%
Sports,Publishing,Awful Announcing,https://awfulannouncing.com/,Journalism on Sports Media,USA,,
Screen,Publishing,World of Reel,https://www.worldofreel.com/,Movie News,USA,"4,200,000",51%
Marketplace,Architecture,Architectural Designs,https://www.architecturaldesigns.com/,Sells pre-drawn house plans,USA,"2,300,000",90%
Online Education,OTE,DmvEdu,https://www.dmvedu.org/,Defensive Driving Courses,USA,,
Online Education,OTE,Fast Easy Defensive Driving,https://www.fasteasydefensivedriving.com/,Defensive Driving Courses,USA,,
Online Education,OTE,Driving University,"www.drivinguniversity.com 
",Defensive Driving Courses,USA,,
Online Education,OTE,Traffic101 / 5dollartrafficschool,"https://www.5dollartrafficschool.com/ 
",Defensive Driving Courses,USA,,
Online Education,OTE,Higway Traffic School,"https://www.highwaytrafficschool.com/ 
",Defensive Driving Courses,USA,,
Online Education,OTE,SafetyServe,https://www3.safetyserve.com/,Defensive Driving Courses,USA,,
Online Education,OTE,CyberActive,https://www.cyberactiveonline.com/,Defensive Driving Courses,USA,,
Sports,Publishing,SportsMediaWatch,https://www.sportsmediawatch.com/,Journalism on Sports Media,USA,"861,600",100%
Sports,Publishing,Last Word on Sports,https://lastwordonsports.com/,Sports coverage,CAN,,
Sports,Publishing,Total Pro Sports,https://www.totalprosports.com/,"Sports coverage, FB heavy",CAN,,
Lead Gen,Insurance,TravelInsurance,https://www.travelinsurance.com/,Travel Insurance,USA,"162,000",96%
Lead Gen,Insurance,Excel,https://excelimpact.com/,Insurance,USA,n.a.,n.a.
Lead Gen,Insurance,Aardy,https://www.aardy.com/,Travel Insurance,USA,"42,000",92%
Gaming,Gaming Database,tracker.gg,www.tracker.gg,API Based stats network,USA,"25,700,000",23%
Gaming,Online Games,Poki,https://poki.com/,Flash games,Netherlands,"153,000,000",15%
Gaming,Gaming Database,Game Jolt,gamejolt.com,"social community platform for video games, gamers and content creators",USA,"6,000,000",24.60%
Education,Educational Gaming,Arcademics,https://www.arcademics.com/,"Online educational video games for math, language arts, vocabulary, and thinking skills",USA,"145,000",71.00%
Sports,Fantasy Sports,FantasyPros,https://www.fantasypros.com/,"NFL fantasy sports guides, news, tools. Subscription and ads",USA,"26,000,000",89.00%
Lead Gen,Insurance,Pawlicy Advisor,https://www.pawlicy.com/,Pet Insurance,USA,"400,000",70%
Lead Gen,Insurance,InsuranceRanked,https://insuranceranked.com/,Insurance,USA,"30,500",99%
Lead Gen,Insurance,Yonder,https://www.insureyonder.com/,Travel Insurance,USA,"8,500",86%
Lead Gen,Insurance,Pet Insurance Review,https://www.petinsurancereview.com/,Pet Insurance,USA,"46,000",67%
Lead Gen,Insurance,Insubuy,https://www.insubuy.com/,Insurance,USA,"226,000",72%
Lead Gen,Insurance,Insurify.com,https://insurify.com/,Insurance,USA,"3,300,000",96%
Travel,Publishing,One Mile at a Time,https://onemileatatime.com/,Travel Loyalty & Affiliate-driven editorial,,,
Tools,Video,Kapwing,https://www.kapwing.com/,Video Creation platform,,,
Tools,Video,Wave.video,https://wave.video/,Video Creation platform,,,
AdTech,CTV,MarkApp,https://markappmedia.site/,,,,
Marketplace,Architecture,America's Best Home Plans,https://www.houseplans.net/,Pre-drawn house plan marketplace,USA,"1,600,000",92%
Finance,Publishing,investing.com,investing.com,online finance website with portfolio management tool capabilities and publications,Hong Kong,n.a.,n.a.
Finance,MarTech,Moneygeek.com,Moneygeek.com,Leads generation,USA,"265,000",50%
Publishing,News,US News,https://www.usnews.com/,Generalist publishing operation,USA,"34,200,000",88%
Publishing,News,Newsweek,https://www.newsweek.com/,Generalist publishing operation,USA,,
Online Education,OTE,National Safety Commission,https://www.safedriver.com/,Defensive Driving Courses,USA,,
Online Education,OTE,National Highway Safety Administration,https://nhsa.com/en/,Defensive Driving Courses,USA,,
Online Education,OTE,2cool Traffic School,https://toocooltrafficschool.com/,Defensive Driving Courses,USA,,
Online Education,OTE,Best Online Traffic School,https://www.bestonlinetrafficschool.co/,Defensive Driving Courses,USA,,
Online Education,OTE,Urban Traffic School,https://www.urbantrafficschool.com/,Defensive Driving Courses,USA,,
Online Education,OTE,Traffic School Online,https://trafficschoolonline.com/,Defensive Driving Courses,USA,,
Online Education,OTE,Drivers Education of America,https://www.driverseducationofamerica.com/,Defensive Driving Courses,USA,,
Online Education,OTE,Union Traffic School,https://www.uniontrafficschool.com/,Defensive Driving Courses,USA,,
Online Education,OTE,Daily Traffic School,http://www.dailytrafficschool.com/,Defensive Driving Courses,USA,,
Online Education,OTE,DrivingQuest,https://drivingquest.com/,Defensive Driving Courses,USA,,
Online Education,OTE,Traffic School 4 Busy People,https://www.trafficschool4busypeople.com/,Defensive Driving Courses,USA,,
Online Education,OTE,Comedy Traffic School,https://www.comedytrafficschool.com/,Defensive Driving Courses,USA,,
Online Education,OTE,Texas Online Driving Safety,https://www.texasonlinedrivingsafety.com/,Defensive Driving Courses,USA,,
Online Education,OTE,1 Safe Driver,https://www.1safedriver.com/,Defensive Driving Courses,USA,,
Online Education,OTE,Get Drivers Ed,https://getdriversed.com/,Defensive Driving Courses,USA,,
Online Education,OTE,Nationwide Educators,http://nationwideeducators.com/,Defensive Driving Courses,USA,,
Online Education,OTE,Funny in Florida,https://www.funnyinflorida.com/,Defensive Driving Courses,USA,,
Online Education,OTE,Funny Bone Driving,https://funnyboneschools.com/,Defensive Driving Courses,USA,,
Online Education,OTE,Delaware Defensive Driving,https://delawaredefensivedriving.org/,Defensive Driving Courses,USA,,
Online Education,OTE,I.S.A.E. Education Programs Institute,https://www.isaeonline.com/,Defensive Driving Courses,USA,,
Screen,Events,Recognition Media,https://www.recognitionmedia.com/,"Webbys, Tellys and other award shows",,,
Screen,Publishing,The Direct,https://thedirect.com/,Entertainment publishing,USA,"12,000,000",53%
Online Education,Court-Ordered,Online Parenting Program,"https://www.onlineparentingprograms.com/
",Court ordered parenting classes,USA,,
Online Education,Court-Ordered,"North American learning Institute
","https://nalearning.org/
","Court ordered, work related, school related and self development classes",USA,,
Online Education,Court-Ordered,Texas Court Classes,https://texascourtclasses.com/,Court ordered classes,USA,,
Online Education,Court-Ordered,Positive Parenting,"https://www.positiveparenting.com/court-approved-parenting-class/ 
",Court ordered parenting classes,USA,,
Online Education,Health,American Health Training,https://www.americanhealthtraining.com/,Health certifications and online training,USA,,
Online Education,Court-Ordered,"The Center for Divorce Education 
",https://divorce-education.com/,Court ordered parenting classes for divorcing parents,USA,,
Auto,Publishing,Motor1.com / InsideEVs / RideApart,https://www.motorsportnetwork.com,,USA,,
Lead Gen,Publishing,Military.com / Fastweb,https://brobible.com/,Lead gen-driven Military news + scholarship DB,USA,"7,700,000",88%
Sports,Publishing,BroBible,https://brobible.com/,Sports publishing,USA,"4,800,000",85%
Sports,Analytics,StatBroadcast Systems,https://www.statbroadcast.com/,Sports data,USA,"9,100,000",97%
Travel,Tools,Planespotter.net,https://www.planespotters.net/,Photos and Databasefor planes. Includes a map/radar,Germany,"2,200,000",13%
Finance,Publishing,GoldPrice,https://goldprice.org/,Gold price,USA,"13,200,000",28%
Sports,Publishing,Tapology,https://www.tapology.com/,Sports publishing,USA,"7,200,000",32%
Sports,Publishing,TeamRankings,https://www.teamrankings.com/,Sports data,USA,"2,100,000",81%
Sports,Database,NFL Mock Draft Database,https://www.nflmockdraftdatabase.com/,Sports data,USA,"2,700,000",78%
Sports,Publishing,NFL Draft Buzz,https://www.nfldraftbuzz.com/,Sports publishing,USA,"2,100,000",86%
Screen,Publishing,WhoSampled,https://www.whosampled.com/,Music database,USA,"4,300,000",40%
Tools,Tools,Court Reserve,https://courtreserve.com/,B2B SaaS,USA,"2,200,000",88%
Lead Gen,Lifestyle,2Book,https://www.massagebook.com/,Lead gen bookings,USA,"2,400,000",98%
Finance,Publishing,OilPrice,https://oilprice.com/,Oil price,USA,"4,200,000",46%
Gaming,Wiki,PlanetMinecraft,https://www.planetminecraft.com/,Minecraft wiki,USA,"7,800,000",24%
Sports,Publishing,HoopsHype,https://hoopshype.com/,Basketball,USA,"6,400,000",62%
Sports,Publishing,247 Sports,https://247sports.com/,Sports publishing,USA,"35,700,000",97%
Gaming,Gaming Database,Chunkbase,https://www.chunkbase.com/,Generates an overview of minecraft maps based on the map's seed,USA,"20,300,000",28%
Online Education,Real Estate,RealEstateU,https://realestateu.com/,Real estate and mortageg courses,USA,"340,600",100%
Finance,Publishing,Marketscreener.com,,Finance News and Tools,FRA,"5,300,000",16%
Finance,Publishing,FXStreet,,FX/Currency News and Tools,USA,"3,700,000",14%
Gaming,Database,Pokedata.io,https://www.pokedata.io/,Pokemon pricing,USA,"1,000,000",45%
Gaming,Database,serebii.net,https://www.serebii.net/,Pokemon Database and guide,UK,"8,500,000",49%
Tools,Tool,RapidTables,https://www.rapidtables.com/,Calculator Site,UK,"9,400,000",36%
Tools,Tool,TheCalculatorSite,https://www.thecalculatorsite.com/,Calculator Site,UK,"5,100,000",43%
Gaming,Server Hosting,Shockbyte,https://shockbyte.com/,Online server hosting for multiple online game titles such as Minecraft,USA,"1,000,000",27.57%
Gaming,Server Hosting,BisectHosting,https://www.bisecthosting.com/,Hosting games for games such as MineCraft and others,USA,"2,100,000",50%
Sports,Sports Database,Swish Analytics,https://swishanalytics.com/,"Offers data tools and betting insights, focusing on predictive analytics for basketball, football, baseball, and hockey",USA,"200,000",74.00%
Tools,Tools,worldtimebuddy,worldtimebuddy.com,time converter app,USA,"6,700,000",32.00%
Tools,Tool,Desmos,https://www.desmos.com/,Calculator and Graphing Site,USA,"29,600,000",67%
Tools,Tool,Chosic,https://www.chosic.com//,Music and playlist finder app,USA,"2,800,000",28%
Gaming,Mods,Modland,https://www.modland.net/,Mod Marketplace,EU,"3,500,000",13%
Finance,Tool,MortgageCalculator,https://www.mortgagecalculator.org/,Morgage Calculator + other finance calculators,USA,"3,100,000",94%
Tools,Tool,WhatIsMyIpAddress,https://whatismyipaddress.com/,IP Address Tool,USA,"9,900,000",30%
Publishing,Publishing,Ground News,https://ground.news/,News aggregator,Canada,"5,400,000",53%
Music,Audio Streaming,Sonemic,https://rateyourmusic.com/,Music Database& Marketplace,USA,"15,000,000",37%
Screen,Marketplace,Card Kingdom,https://www.cardkingdom.com/,MTG Cards,USA,"3,300,000",62%
Gaming,Marketplace,CardMarket,https://www.cardmarket.com/,Trading Card Marketplace,Germany,"15,400,000",
Finance,Platform,Trading Economics,https://tradingeconomics.com/,Economic Data,USA,"12,000,000",25.00%
Finance,Platform,Barchart,Barchart.com,Internet-based financial data provider,USA,"7,300,000",66.00%
Auto,Marketplace,Turn5,,3 marketplace websites,USA,"8,000,000",
Publishing,Real Estate,The Real Deal,https://therealdeal.com/,Real estate publishing,USA,"2,000,000",90%
Finance,Education,The Motley Fool,https://www.fool.com/,Finance education platform,USA,"25,600,000",80%
Gaming,Tools,Stream Charts,https://streamscharts.com/,Streaming data,Ukraine,"1,100,000",27%
Tools,Tools,Inch Calculator,https://www.inchcalculator.com/,Calculator tools,USA,"6,100,000",55%
Screen,Database,BehindTheVoiceActors,https://www.behindthevoiceactors.com/,Animated Voice Actor Database + short-form news,USA,,
Gaming,Online Services,Nitrado,https://server.nitrado.net/en-US,Rent 3rd party gaming servers,USA,"803,000",16%
Gaming,Online Services,Nodecraft,https://nodecraft.com/,Rent 3rd party gaming servers,USA,"293,300",25%
Gaming,Online Services,Ggservers,https://ggservers.com/,Rent 3rd party gaming servers,USA,"803,000",16%
Gaming,Online Services,Falix,https://falixnodes.net/,Rent 3rd party gaming servers,USA,"608,800",10%
Gaming,Online Services,Server.pro,https://server.pro/create,Rent 3rd party gaming servers,USA,"411,500",15%
Gaming,Online Services,Scalacube,https://scalacube.com/,Rent 3rd party gaming servers,USA,"910,000",18%
Gaming,Online Services,Minefort.com BV,https://minefort.com/,Rent 3rd party gaming servers,USA,"628,000",30%
Gaming,Online Services,GPORTAL,https://www.g-portal.com/en,Rent 3rd party gaming servers,USA,"1,500,000",16%
Gaming,Online Services,indifferent broccoli,https://indifferentbroccoli.com/,Rent 3rd party gaming servers,USA,"135,000",4.76%
Gaming,Online Services,Cybrancee,https://cybrancee.com/,Rent 3rd party gaming servers,USA,"404,500",15.10%
Gaming,Online Services,Survival Servers,https://www.survivalservers.com/,Rent 3rd party gaming servers,USA,"112,300",28.45%
Education,Database,RateMyProfessors,https://www.ratemyprofessors.com/,Professor reviews,USA,"13,400,000",90.00%
Tools,Online Tools,ManualsLib,https://www.manualslib.com/,Online manual database,USA,"9,300,000",43.00%
Tools,Online Tools,Worldometer,https://www.worldometers.info/,Live stat counting,UK,"5,600,000",29%
Tools,Online Tools,TaxHawk,https://www.taxhawk.com/,Tax e-filer,USA,"20,000,000",100.00%
Tools,Online Tools,TaxSlayer,https://www.taxslayer.com/,Tax e-filer,USA,"4,400,000",100.00%
Publishing,Newsletters,Optimism,https://www.optimism.com/,Newsletter,USA,"10,000,000",n.a.
Publishing,Online Tools,Time.is,https://time.is/,Live time,Norway,"11,100,000",16.00%
Marketplace,Gaming Marketplace,CS.Money,https://cs.money/,3rd party item trading site for gaming,Cyprus,"7,500,000",3.93%
Marketplace,Gaming Marketplace,Skinport,https://skinport.com/,3rd party item trading site for gaming,Germany,"4,000,000",14.07%
Marketplace,Gaming Marketplace,CS Float,https://csfloat.com/,3rd party item trading site for gaming,USA,"6,400,000",17.46%
Marketplace,Gaming Marketplace,Bitskins,https://bitskins.com/,3rd party item trading site for gaming,Hong Kong,"484,000",10.68%
Marketplace,Gaming Marketplace,Skinbaron,https://skinbaron.de/en,3rd party item trading site for gaming,Germany,"826,000",2.29%
Marketplace,Gaming Marketplace,Skins Monkey,https://skinsmonkey.com,3rd party item trading site for gaming,Cyprus,"1,900,000",5.94%
Marketplace,Gaming Marketplace,Swap.GG,https://swap.gg/trade,3rd party item trading site for gaming,Netherlands,"345,000",6.56%
Marketplace,Gaming Marketplace,GamerPay,https://gamerpay.gg/,3rd party item trading site for CS and Pokemon card trading,Denamrk,"316,900",4.13%
Publishing,Generalist News,Axios,https://www.axios.com/,News,USA,"28,700,000",84.00%
Publishing,Generalist News,The New Republic,https://newrepublic.com/,News,USA,"8,600,000",88.00%
Publishing,Generalist News,Zero Hedge,https://www.zerohedge.com/,News,USA,"28,700,000",78.00%
Publishing,Generalist News,Drudge Report,https://www.drudgereport.com/,News,USA,"50,000,000",95.00%
Publishing,Generalist News,Raw Story,https://www.rawstory.com/,News,USA,"20,000,000",85.00%
Marketplace,Deals,Slickdeals,https://slickdeals.net/,Deals,USA,"66,000,000",98.00%
Publishing,Generalist News,RealClear Media,https://www.realclearpolling.com/,Political news,USA,"3,300,000",77.00%
Publishing,Generalist News,Daily Voice,https://dailyvoice.com/,Hyperlocal News,USA,,
Publishing,Generalist News,TheCoolDown,https://www.thecooldown.com/,Environmental News,USA,,
Publishing,Generalist News,The Conversation,https://theconversation.com/,General News - Academic tilt,USA,,
Publishing,Generalist News,TheFreePress,https://www.thefp.com/,Political news,USA,,
Publishing,Generalist News,The Gateway Pundit,,Political news,USA,,
Publishing,Generalist News,TheFederalist,,Political news,USA,,
Publishing,Generalist News,Breitbart,,Political news,USA,,
Publishing,Generalist News,The Bulwark,,Political news,USA,,
Travel,Publishing,UpgradedPoints,,Travel loyalty news,USA,,
Tools,Database,"MyLife.com, Inc.",,Person finder and database,USA,,
Lead Gen,Deals,WorthEPenny,,Coupon deals,USA,,
Sports,Publishing,MyGolfSpy,https://mygolfspy.com/,Golf equipemnt/reviews and publishing,USA,,
Auto,Image Licensing,Izmostock,https://www.izmostock.com/,"Worldï¿½s largest high-resolution 
automotive stock library",USA,,
Gaming,Wiki,Bulbagarden,https://bulbapedia.bulbagarden.net/wiki/Main_Page,Pokemon wiki,USA,"15,000,000",51.00%
Gaming,Trivia,JetPunk,https://www.jetpunk.com/,Trivia site,USA,"8,100,000",20.00%
Gaming,Tools,Wheel of Names,https://wheelofnames.com/,Name wheel,USA,"15,000,000",37.00%
Gaming,Trivia,Playhop,https://playhop.com/,Online gaming site,USA,"13,800,000",34.00%
Finance,Publishing,Benzinga,https://www.benzinga.com/,Finance site,USA,"5,200,000",74.00%
Lead Gen,Jobs,Job.com,Job.com,Job Board,USA,,
Tools,Data,Lifetime Value Co.,https://www.ltvco.com/,Data tools for individuals,USA,"25,000,000",90.00%
Tools,PDF,iLovePDF,https://www.ilovepdf.com/,File conversion,Spain,"264,000,000",2.00%
Gaming,Online Games,Pogo.com,https://www.pogo.com/,Online gaming site,USA,"12,400,000",88.00%
Gaming,Online Games,Online Solitaire,https://online-solitaire.com/,Online gaming site,USA,"600,000",61.00%
